"FullName","PSIsContainer","Length","LastWriteTime"
"K:\IdeaProjects\osteogenesis_imperfecta\outputs_v3_2_3","True",,"28.02.2026 10:15:14"
"K:\IdeaProjects\osteogenesis_imperfecta\reanalysis_statistician_vs_project","True",,"14.03.2026 11:54:43"
"K:\IdeaProjects\osteogenesis_imperfecta\skill","True",,"17.03.2026 18:26:29"
"K:\IdeaProjects\osteogenesis_imperfecta\statistician-analysis","True",,"14.03.2026 11:29:34"
"K:\IdeaProjects\osteogenesis_imperfecta\AGENTS.md","False","2899","28.02.2026 08:06:31"
"K:\IdeaProjects\osteogenesis_imperfecta\build_FINAL.py","False","25050","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\build_final_consolidated_notebook_prompt.md","False","18333","18.03.2026 11:58:45"
"K:\IdeaProjects\osteogenesis_imperfecta\build_ipynb_v3_1.py","False","207","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\build_ipynb.py","False","16334","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\build_oi_oro_dental_consolidated_user_copied_ai_code_v2.py","False","52504","18.03.2026 12:19:27"
"K:\IdeaProjects\osteogenesis_imperfecta\build_oi_oro_dental_consolidated_user_copied_ai_code.py","False","53914","18.03.2026 12:17:30"
"K:\IdeaProjects\osteogenesis_imperfecta\build_runner.py","False","28846","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\build_v3_2_1.py","False","28735","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\build_v3_2_2.py","False","30435","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\build_v3_2_3.py","False","32202","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\build_v3_2.py","False","24109","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\camber_sap_v2_publication_ready.md","False","5278","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\camber_study_brief_v1.md","False","1855","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\codebook_v3_fixed.md","False","3547","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\consistency_diff_v3_vs_v3_1.csv","False","60","28.02.2026 08:33:16"
"K:\IdeaProjects\osteogenesis_imperfecta\copilot_vscode_oturumu_camber_oi_oro_dental_analiz_rebuild_prompt_iteratif_qc_cross_validation.md","False","12492","28.02.2026 07:45:56"
"K:\IdeaProjects\osteogenesis_imperfecta\final_1_2_publication_ready_gorsel_paketi_figur_plani_deterministik_failsafe_uretim_scripti.md","False","12676","28.02.2026 11:48:33"
"K:\IdeaProjects\osteogenesis_imperfecta\final_1.md","False","9255","28.02.2026 11:48:49"
"K:\IdeaProjects\osteogenesis_imperfecta\fixing-promot.md","False","7977","17.04.2026 00:46:48"
"K:\IdeaProjects\osteogenesis_imperfecta\gene_map_v1.csv","False","94","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\issue_log_v3_1.csv","False","97","28.02.2026 08:33:16"
"K:\IdeaProjects\osteogenesis_imperfecta\issue_log_v3.csv","False","264","14.03.2026 12:21:41"
"K:\IdeaProjects\osteogenesis_imperfecta\istatistikci-analiz-bulgulari.md","False","13334","14.03.2026 10:11:48"
"K:\IdeaProjects\osteogenesis_imperfecta\kongre_abstract_paketi_final_1.md","False","3765","28.02.2026 11:47:40"
"K:\IdeaProjects\osteogenesis_imperfecta\make_figures_FINAL_1_2_TR.py","False","12571","28.02.2026 12:38:15"
"K:\IdeaProjects\osteogenesis_imperfecta\make_figures_final_1_2.py","False","9775","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_FINAL_1_1.ipynb","False","37199","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_FINAL_1_1.py","False","30515","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_FINAL_1_2.ipynb","False","37138","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_FINAL_1_2.py","False","31713","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_FINAL_1.ipynb","False","34223","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_FINAL_1.py","False","27710","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_FINAL.ipynb","False","30080","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_FINAL.py","False","24412","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3_1.ipynb","False","24923","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3_1.py","False","18073","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3_2_1.ipynb","False","35175","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3_2_1.py","False","28305","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3_2_2.ipynb","False","37050","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3_2_2.py","False","29998","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3_2_3.ipynb","False","39059","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3_2_3.py","False","31768","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3_2.ipynb","False","29377","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3_2.py","False","23159","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_oro_dental_master_v3.ipynb","False","36588","31.03.2026 21:15:53"
"K:\IdeaProjects\osteogenesis_imperfecta\oi_raw_to_results_rebuild_agent_safe_prompt.md","False","14870","18.03.2026 17:23:02"
"K:\IdeaProjects\osteogenesis_imperfecta\osteogenesis_imperfecta_camber_input_minimal_v1.csv","False","1536","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\Osteogenesis-Imperfecta-Oro-Denta-Bulgular-Etik-Kurul-Basvuru-Rev3.md","False","28135","28.02.2026 07:37:44"
"K:\IdeaProjects\osteogenesis_imperfecta\patch_final_1_1_2.py","False","10003","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\patch_final_1_1.py","False","11065","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\patch_final_1_2_v2.py","False","6137","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\patch_final_1_2_v3.py","False","5882","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\patch_final_1_2.py","False","3415","28.02.2026 11:20:44"
"K:\IdeaProjects\osteogenesis_imperfecta\publication_table1_overall_v1.csv","False","1117","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\publication_table2_by_gene_group_v1.csv","False","584","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\publication_table3_global_tests_v1.csv","False","281","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\publication_table3_pairwise_doku_v1.csv","False","498","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\publication_tables_v1_csv_ciktilari_ozeti.md","False","1432","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\rapor_promptu.md","False","16910","17.03.2026 13:41:14"
"K:\IdeaProjects\osteogenesis_imperfecta\README_Camber_Upload.md","False","654","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\statistical_report_v1.md","False","1141","28.02.2026 01:30:42"
"K:\IdeaProjects\osteogenesis_imperfecta\verified_master_table_v3_1.csv","False","1242","28.02.2026 08:33:16"
"K:\IdeaProjects\osteogenesis_imperfecta\verified_master_table_v3.csv","False","1078","28.02.2026 08:10:58"
"K:\IdeaProjects\osteogenesis_imperfecta\WORKSPACE_ORGANIZATION_PLAN.md","False","15497","17.04.2026 21:05:51"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills","True",,"17.04.2026 20:43:09"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-auto-discover-apis","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-code-optimization","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-docs-quality","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-fix-tool","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-github","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-descriptions","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-skills","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-self-evolve","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse-custom-tool","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse-install-skills","True",,"22.03.2026 00:02:07"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse-literature-deep-research","True",,"22.03.2026 00:02:07"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse-rare-disease-diagnosis","True",,"22.03.2026 00:02:07"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse-statistical-modeling","True",,"22.03.2026 00:02:07"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\.gitignore","False","119","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\README.md","False","7462","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\assets","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\references","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\scripts","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\CODE_TEMPLATES.md","False","4745","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\OPTIMIZE_INTEGRATION.md","False","3439","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\PACKAGING_TEMPLATE.md","False","1224","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\PARAMETER_VERIFICATION.md","False","1105","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\QUICKSTART_TEMPLATE.md","False","1801","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\SKILL_TEMPLATE.md","False","2482","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\SKILL.md","False","5082","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\test_tools_template.py","False","5974","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\TESTING_GUIDE.md","False","6650","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\VALIDATION_CHECKLIST.md","False","1479","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\assets\skill_template","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\assets\skill_template\python_implementation.py","False","5833","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\assets\skill_template\QUICK_START.md","False","7987","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\assets\skill_template\SKILL.md","False","6565","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\assets\skill_template\test_skill.py","False","6960","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\references\devtu_optimize_integration.md","False","8953","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\references\implementation_agnostic_format.md","False","6805","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\references\skill_standards_checklist.md","False","7504","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\references\tool_testing_workflow.md","False","5560","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\create-tooluniverse-skill\scripts\test_tools_template.py","False","5974","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-auto-discover-apis\references","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-auto-discover-apis\SKILL.md","False","4623","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-auto-discover-apis\references\tool-templates.md","False","4682","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-auto-discover-apis\references\validation-guide.md","False","2528","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-code-optimization\references","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-code-optimization\SKILL.md","False","2742","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-code-optimization\references\api-fixes.md","False","3995","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-code-optimization\references\code-patterns.md","False","2999","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\references","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\templates","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\SKILL.md","False","7939","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\references\advanced-patterns.md","False","31805","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\references\implementation-guide.md","False","11643","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\references\quick-reference.md","False","11892","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\references\testing-guide.md","False","2995","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\references\tool-improvement-checklist.md","False","22047","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\templates\api_tool_template.py","False","5601","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\templates\api_tools_config.json","False","5900","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\templates\simple_tool_template.py","False","3008","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\templates\simple_tools_config.json","False","1804","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-create-tool\templates\test_template.py","False","8146","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-docs-quality\API_REFERENCE.md","False","5226","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-docs-quality\DOCS_STRUCTURE.md","False","4190","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-docs-quality\EXAMPLES.md","False","6501","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-docs-quality\SKILL.md","False","15557","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-docs-quality\SUMMARY.md","False","3919","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-fix-tool\EXAMPLES.md","False","12281","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-fix-tool\QUICK-REFERENCE.md","False","7149","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-fix-tool\SKILL.md","False","14526","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-fix-tool\unit-tests-reference.md","False","7196","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-github\instructions.md","False","15458","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-github\SKILL.md","False","7241","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-github\skill.json","False","1128","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-descriptions\CHECKLIST.md","False","5451","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-descriptions\EXAMPLES.md","False","14208","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-descriptions\SKILL.md","False","11342","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-skills\references","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-skills\SKILL.md","False","5587","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-skills\references\case-studies.md","False","1789","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-skills\references\checklists.md","False","2443","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-skills\references\optimization-patterns.md","False","6561","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-optimize-skills\references\testing-standards.md","False","2725","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-self-evolve\references","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-self-evolve\SKILL.md","False","6378","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-self-evolve\references\bug-patterns.md","False","21528","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\devtu-self-evolve\references\persona-template.md","False","3318","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\references","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\scripts","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\API_KEYS_REFERENCE.md","False","14304","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\CLAUDE_DESKTOP.md","False","6541","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\EXAMPLES.md","False","9919","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\GITHUB_ISSUE.md","False","2382","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\INSTALL.md","False","3873","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\MCP_CONFIG.md","False","11961","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\SKILL_SUMMARY.md","False","9208","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\SKILL.md","False","17025","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\SKILLS_CATALOG.md","False","6177","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\TRAE.md","False","7545","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\TROUBLESHOOTING.md","False","7967","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\references\mcp-configs.md","False","1260","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\scripts\check_prerequisites.py","False","5656","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\scripts\diagnose_setup.py","False","11820","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\scripts\list_tool_categories.py","False","2848","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\scripts\test_mcp_connection.py","False","8725","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\setup-tooluniverse\scripts\verify_installation.py","False","7940","31.03.2026 03:05:07"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse\references","True",,"22.03.2026 00:02:06"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse\.env.template","False","524","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse\CHECKLIST.md","False","2722","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse\REFERENCE.md","False","13901","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse\SKILL.md","False","13467","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse\references\general-strategies.md","False","5573","22.03.2026 00:01:41"
"K:\IdeaProjects\osteogenesis_imperfecta\.agents\skills\tooluniverse-custom-tool\references","True",,"22.03.2026 00:02:06"
