timestamp,from,to,reason
2026-04-17T21:08:06,"Users/centaurioun/Repos/osteogenesis_imperfecta\oi_oro_dental_master_FINAL.ipynb","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\notebooks\legacy\oi_oro_dental_master_FINAL.ipynb","legacy_notebook"
2026-04-17T21:08:06,"Users/centaurioun/Repos/osteogenesis_imperfecta\oi_oro_dental_master_FINAL_1.ipynb","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\notebooks\legacy\oi_oro_dental_master_FINAL_1.ipynb","legacy_notebook"
2026-04-17T21:08:06,"Users/centaurioun/Repos/osteogenesis_imperfecta\oi_oro_dental_master_FINAL_1_1.ipynb","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\notebooks\legacy\oi_oro_dental_master_FINAL_1_1.ipynb","legacy_notebook"
2026-04-17T21:08:06,"Users/centaurioun/Repos/osteogenesis_imperfecta\oi_oro_dental_master_FINAL.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\oi_oro_dental_master_FINAL.py","legacy_script"
2026-04-17T21:08:06,"Users/centaurioun/Repos/osteogenesis_imperfecta\oi_oro_dental_master_FINAL_1.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\oi_oro_dental_master_FINAL_1.py","legacy_script"
2026-04-17T21:08:06,"Users/centaurioun/Repos/osteogenesis_imperfecta\oi_oro_dental_master_FINAL_1_1.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\oi_oro_dental_master_FINAL_1_1.py","legacy_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\build_v3_2_1.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\build_v3_2_1.py","legacy_build_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\build_v3_2_2.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\build_v3_2_2.py","legacy_build_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\build_v3_2_3.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\build_v3_2_3.py","legacy_build_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\build_v3_2.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\build_v3_2.py","legacy_build_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\build_ipynb_v3_1.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\build_ipynb_v3_1.py","legacy_build_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\build_ipynb.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\build_ipynb.py","legacy_build_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\patch_final_1_1_2.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\patch_final_1_1_2.py","legacy_patch_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\patch_final_1_1.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\patch_final_1_1.py","legacy_patch_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\patch_final_1_2_v2.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\patch_final_1_2_v2.py","legacy_patch_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\patch_final_1_2_v3.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\patch_final_1_2_v3.py","legacy_patch_script"
2026-04-17T21:08:06,"K:\IdeaProjects\osteogenesis_imperfecta\patch_final_1_2.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\patch_final_1_2.py","legacy_patch_script"
2026-04-17T21:08:06,"Users/centaurioun/Repos/osteogenesis_imperfecta\build_runner.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\build_runner.py","legacy_build_script"
2026-04-17T21:08:07,"Users/centaurioun/Repos/osteogenesis_imperfecta\build_oi_oro_dental_consolidated_user_copied_ai_code.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\build_oi_oro_dental_consolidated_user_copied_ai_code.py","legacy_build_script"
2026-04-17T21:08:07,"Users/centaurioun/Repos/osteogenesis_imperfecta\build_oi_oro_dental_consolidated_user_copied_ai_code_v2.py","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\scripts\legacy\build_oi_oro_dental_consolidated_user_copied_ai_code_v2.py","legacy_build_script"
2026-04-17T21:08:07,"Users/centaurioun/Repos/osteogenesis_imperfecta\outputs_FINAL_1_2","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\active\outputs_FINAL_1_2","active_output"
2026-04-17T21:08:07,"Users/centaurioun/Repos/osteogenesis_imperfecta\figures_FINAL_1_2","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\active\figures_FINAL_1_2","active_output"
2026-04-17T21:08:07,"Users/centaurioun/Repos/osteogenesis_imperfecta\figures_FINAL_1_2_TR","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\active\figures_FINAL_1_2_TR","active_output"
2026-04-17T21:08:07,"K:\IdeaProjects\osteogenesis_imperfecta\outputs_v3","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\legacy\outputs_v3","legacy_output"
2026-04-17T21:08:07,"K:\IdeaProjects\osteogenesis_imperfecta\outputs_v3_1","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\legacy\outputs_v3_1","legacy_output"
2026-04-17T21:08:07,"K:\IdeaProjects\osteogenesis_imperfecta\outputs_v3_2","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\legacy\outputs_v3_2","legacy_output"
2026-04-17T21:08:07,"K:\IdeaProjects\osteogenesis_imperfecta\outputs_v3_2_1","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\legacy\outputs_v3_2_1","legacy_output"
2026-04-17T21:08:07,"K:\IdeaProjects\osteogenesis_imperfecta\outputs_v3_2_2","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\legacy\outputs_v3_2_2","legacy_output"
2026-04-17T21:08:07,"K:\IdeaProjects\osteogenesis_imperfecta\outputs_v3_2_3","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\legacy\outputs_v3_2_3","legacy_output"
2026-04-17T21:08:07,"Users/centaurioun/Repos/osteogenesis_imperfecta\outputs_FINAL","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\legacy\outputs_FINAL","legacy_output"
2026-04-17T21:08:07,"Users/centaurioun/Repos/osteogenesis_imperfecta\outputs_FINAL_1","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\legacy\outputs_FINAL_1","legacy_output"
2026-04-17T21:08:07,"Users/centaurioun/Repos/osteogenesis_imperfecta\outputs_FINAL_1_1","Users/centaurioun/Repos/osteogenesis_imperfecta\03_outputs\legacy\outputs_FINAL_1_1","legacy_output"
2026-04-17T21:08:07,"K:\IdeaProjects\osteogenesis_imperfecta\build_final_consolidated_notebook_prompt.md","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\prompts\build_final_consolidated_notebook_prompt.md","analysis_prompt_doc"
2026-04-17T21:08:07,"K:\IdeaProjects\osteogenesis_imperfecta\copilot_vscode_oturumu_camber_oi_oro_dental_analiz_rebuild_prompt_iteratif_qc_cross_validation.md","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\prompts\copilot_vscode_oturumu_camber_oi_oro_dental_analiz_rebuild_prompt_iteratif_qc_cross_validation.md","analysis_prompt_doc"
2026-04-17T21:08:07,"K:\IdeaProjects\osteogenesis_imperfecta\oi_raw_to_results_rebuild_agent_safe_prompt.md","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\prompts\oi_raw_to_results_rebuild_agent_safe_prompt.md","analysis_prompt_doc"
2026-04-17T21:08:07,"K:\IdeaProjects\osteogenesis_imperfecta\rapor_promptu.md","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\prompts\rapor_promptu.md","analysis_prompt_doc"
2026-04-17T21:08:07,"Users/centaurioun/Repos/osteogenesis_imperfecta\fixing-promot.md","Users/centaurioun/Repos/osteogenesis_imperfecta\02_analysis\prompts\fixing-promot.md","analysis_prompt_doc"
